Ultimo;Abertura;Maxima;Minima;Var%
213,38;213,95;213,95;213,38;-0,03%
213,45;217,49;217,49;213,45;-2,65%
219,26;219,03;220,14;219,03;-0,40%
220,14;219,03;220,14;219,03;-0,30%
220,8;220,4;220,8;220,4;-0,59%
222,11;217,95;222,11;217,95;1,68%
218,45;214,78;218,45;214,78;0,94%
216,42;215,79;216,42;215,79;-0,47%
217,44;218,14;218,14;217,44;-1,12%
219,9;218,78;219,9;218,78;0,00%
219,89;218,78;219,89;218,78;0,71%
218,33;218,78;218,78;218,33;-1,06%
220,66;219,79;220,66;219,79;-0,72%
222,25;212,22;222,25;212,22;4,14%
213,42;215,11;215,11;213,42;-1,45%
216,55;209,12;216,55;209,12;2,57%
211,13;208,96;211,13;208,96;1,04%
208,95;208,95;208,95;208,95;-4,50%
218,8;209,12;218,8;209,12;0,48%
217,75;221,14;221,14;217,75;-2,47%
223,26;211,55;223,26;211,55;4,84%
212,96;209,12;212,96;209,12;2,34%
208,09;205,83;208,09;205,83;0,35%
207,37;205,51;207,37;205,51;0,45%
206,45;203,98;206,45;203,98;0,76%
204,89;202,63;204,89;202,63;0,33%
204,21;204,18;204,21;204,18;-0,53%
205,29;204,94;205,29;204,94;-0,43%
206,18;206,14;206,18;206,14;-0,80%
207,84;206,94;207,84;206,94;-0,04%
207,93;208,55;208,55;207,93;-0,34%
208,63;206,66;208,63;206,66;-0,05%
208,74;208,55;208,74;208,55;-0,48%
209,75;209,05;209,75;209,05;0,03%
209,68;206,51;209,68;206,51;0,64%
208,34;206,51;208,34;206,51;-0,04%
208,43;209,39;209,39;208,43;-0,98%
210,49;209,36;210,49;209,36;0,03%
210,42;221,87;221,87;210,42;-2,47%
215,74;221,87;221,87;215,74;-3,55%
223,69;223,8;223,8;223,69;-0,77%
225,42;224,56;225,42;224,56;-0,64%
226,87;224,49;226,87;224,49;0,00%
226,86;225,31;226,86;225,31;-0,07%
227,02;229,87;229,87;227,02;0,29%
226,37;229,87;229,87;226,37;-1,53%
229,89;229,87;229,89;229,87;0,02%
229,85;229,39;229,85;229,39;-1,23%
232,72;231,64;232,72;231,64;0,39%
231,81;229,59;231,81;229,59;0,32%
231,08;228,18;231,08;228,18;0,54%
229,83;227,02;229,83;227,02;1,07%
227,39;230,36;230,36;227,39;-2,34%
232,85;235,39;235,39;232,85;-1,33%
235,98;242,33;242,33;235,98;-3,16%
243,67;239,89;243,67;239,89;0,03%
243,59;239,89;243,59;239,89;0,83%
241,58;242,77;242,77;241,58;-0,68%
243,24;242,11;243,24;242,11;-0,90%
245,46;245,42;245,46;245,42;-0,45%
246,58;249,96;249,96;246,58;-0,07%
246,75;249,96;249,96;246,75;-1,77%
251,19;252,71;252,71;251,19;-0,35%
252,07;253,49;253,49;252,07;0,92%
249,77;253,49;253,49;249,77;-2,51%
256,19;255,74;256,19;255,74;-0,18%
256,66;256,23;256,66;256,23;0,12%
256,36;256,6;256,6;256,36;-0,52%
257,7;257,13;257,7;257,13;0,01%
257,68;256,88;257,68;256,88;0,26%
257,02;256,6;257,02;256,6;0,00%
257,01;256,88;257,01;256,88;-0,36%
257,93;254,26;257,93;254,26;1,10%
255,13;253,82;255,13;253,82;0,15%
254,75;259,56;259,56;254,75;-2,44%
261,13;262,1;262,1;261,13;-0,56%
262,6;262,6;262,6;262,6;1,44%
258,88;252,24;252,24;252,24;3,22%
250,8;250,7;250,8;250,7;-0,85%
252,95;250,44;252,95;250,44;-0,17%
253,37;248,96;253,37;248,96;1,51%
249,59;250,44;250,44;249,59;-0,41%
250,63;248,96;250,63;248,96;0,44%
249,52;253,17;253,17;249,52;-1,30%
252,81;248,45;252,81;248,45;1,58%
248,88;246,7;248,88;246,7;0,35%
248,02;251,87;251,87;248,02;-1,69%
252,29;250,77;252,29;250,77;0,72%
250,48;249,51;250,48;249,51;0,17%
250,05;249,8;250,05;249,8;-0,10%
250,3;252,25;252,25;250,3;-0,73%
252,15;252,7;252,7;252,15;-0,74%
254,03;254,11;254,11;254,03;0,28%
253,32;245,73;253,32;245,73;2,87%
246,26;247,87;247,87;246,26;-0,64%
247,84;248,71;248,71;247,84;-0,52%
249,14;248,48;249,14;248,48;0,00%
249,14;248,74;249,14;248,74;0,09%
248,92;245,17;248,92;245,17;1,26%
245,83;245,88;245,88;245,83;-0,15%
246,19;248,23;248,23;246,19;-1,00%
248,67;248,01;248,67;248,01;-0,05%
248,8;244,66;248,8;244,66;1,39%
245,38;246,67;246,67;245,38;-0,68%
247,07;246,93;247,07;246,93;-0,40%
248,07;247,62;248,07;247,62;-0,04%
248,16;249,54;249,54;248,16;-0,62%
249,7;247,84;249,7;247,84;0,83%
247,64;246,43;247,64;246,43;0,52%
246,36;246,33;246,36;246,33;0,01%
246,33;250,86;250,86;246,33;-2,13%
251,7;254,67;254,67;251,7;-1,77%
256,23;260,85;260,85;256,23;-2,01%
261,48;245,06;261,48;245,06;5,76%
247,23;246,34;247,23;246,34;-0,88%
249,43;251,74;251,74;249,43;-1,82%
254,06;236,39;254,06;236,39;6,75%
238;234,79;238;234,79;1,54%
234,38;229,06;234,38;229,06;1,52%
230,88;232,85;232,85;230,88;-1,87%
235,28;235,48;235,48;235,28;-0,98%
237,6;236,73;237,6;236,73;-0,18%
238,03;234,86;238,03;234,86;0,44%
236,99;236,39;236,99;236,39;-0,21%
237,49;235,81;237,49;235,81;0,38%
236,6;243,26;243,26;236,6;-3,53%
245,26;245,93;245,93;245,26;-0,55%
246,61;230,83;246,61;230,83;0,99%
244,2;242,43;244,2;242,43;0,70%
242,5;237,35;242,5;237,35;1,76%
238,3;236,93;238,3;236,93;0,33%
237,51;233,05;237,51;233,05;1,52%
233,95;229,39;233,95;229,39;1,33%
230,87;230,83;230,87;230,83;-1,38%
234,11;240,75;240,75;234,11;-0,63%
235,6;240,75;240,75;239,11;-1,47%
239,11;240,75;240,75;239,11;-1,74%
243,35;237,36;243,35;237,36;0,98%
240,99;237,36;240,99;237,36;0,79%
239,1;237,62;239,1;237,62;0,03%
239,02;237,65;239,02;237,65;0,00%
239,01;240,1;240,1;239,01;-1,14%
241,77;244,42;244,42;241,77;-1,66%
245,85;244,32;245,85;244,32;0,36%
244,98;249,06;249,06;244,98;-1,88%
249,68;246,9;249,68;246,9;0,79%
247,72;243,91;247,72;243,91;1,68%
243,63;240,26;243,63;240,26;1,64%
239,71;232,76;239,71;232,76;2,41%
234,06;234,97;234,97;234,06;-1,59%
237,83;238,04;238,04;237,83;-0,31%
238,57;236,38;238,57;236,38;0,65%
237,03;239,34;239,34;237,03;-1,45%
240,51;241,28;241,28;240,51;-0,79%
242,43;240,81;242,43;240,81;-0,93%
244,7;241,73;244,7;241,73;0,53%
243,42;242,12;243,42;242,12;-0,01%
243,44;241,47;243,44;241,47;-0,07%
243,62;244,95;244,95;243,62;-1,53%
247,41;240,81;247,41;240,81;2,24%
241,98;240,81;241,98;240,81;0,01%
241,96;247,33;247,33;241,96;-3,19%
249,94;250,08;250,08;249,94;-0,47%
251,12;251,06;251,12;251,06;-0,52%
252,43;251,95;252,43;251,95;-0,19%
252,91;267,02;267,02;252,91;0,38%
251,96;252,03;252,03;251,96;0,35%
251,09;247,99;251,09;247,99;1,41%
247,59;252,26;252,26;247,59;-2,03%
252,71;252,21;252,71;252,21;-0,02%
252,77;257,64;257,64;252,77;-2,14%
258,29;267,02;267,02;258,29;-3,27%
267,03;269,79;269,79;267,03;-1,12%
270,05;272,98;272,98;270,05;-1,79%
274,98;272,87;274,98;272,87;0,00%
274,98;275,33;275,33;274,98;-0,26%
275,7;279,29;279,29;275,7;-1,05%
278,62;281,97;281,97;278,62;-1,39%
282,54;280,55;282,54;280,55;0,77%
280,39;279,93;280,39;279,93;-0,01%
280,42;278,13;280,42;278,13;1,03%
277,56;278,13;278,13;277,56;0,93%
275,01;278,08;278,08;275,01;2,68%
267,84;278,13;278,13;267,84;0,33%
266,97;278,13;278,13;266,97;-0,13%
267,32;278,13;278,13;267,32;-0,44%
268,51;278,08;278,08;268,51;-0,03%
268,59;278,13;278,13;268,59;-1,99%
274,04;278,13;278,13;274,04;-1,07%
276,99;278,08;278,08;276,99;-0,70%
278,93;278,08;278,93;278,08;0,35%
277,96;278,13;278,13;277,96;-1,15%
281,19;278,08;281,19;278,08;0,87%
278,76;278,13;278,76;278,13;-5,02%
293,5;278,13;293,5;278,13;5,75%
277,55;283,5;283,5;283,5;-0,70%
279,5;278,08;279,5;278,08;0,05%
279,37;283,5;283,5;279,37;-0,96%
282,07;293,97;293,97;282,07;-3,89%
293,5;294,07;294,07;293,5;0,79%
291,19;289,95;291,19;289,95;1,23%
287,65;285,48;287,65;285,48;0,79%
285,4;285,51;285,51;285,4;-0,01%
285,44;289,34;289,34;285,44;-0,66%
287,35;279,52;287,35;279,52;2,80%
279,52;279,52;279,52;279,52;0,37%
278,5;280,54;280,54;278,5;-0,56%
280,08;281,49;281,49;280,08;-0,12%
280,41;282,02;282,02;280,41;0,06%
280,23;276,49;280,23;276,49;2,32%
273,88;276,35;276,35;273,88;0,29%
273,08;276,74;276,74;273,08;-0,38%
274,13;269,9;274,13;269,9;1,99%
268,79;273,8;273,8;268,79;-0,66%
270,58;275,06;275,06;270,58;0,21%
270,01;275,06;275,06;270,01;-0,79%
272,15;277,25;277,25;272,15;-0,92%
274,67;281,5;281,5;274,67;-1,32%
278,34;281,36;281,36;278,34;-0,65%
280,17;288,8;288,8;280,17;-1,75%
285,15;284,33;285,15;284,33;0,83%
282,81;287,94;287,94;282,81;-0,62%
284,57;293,83;293,83;284,57;-0,98%
287,38;287,44;287,44;287,38;1,10%
284,25;287,69;287,69;284,25;-0,05%
284,38;292,57;292,57;284,38;-1,33%
288,21;296,11;296,11;288,21;-1,82%
293,54;289,65;293,54;289,65;2,89%
285,29;300,23;300,23;285,29;-0,78%
287,53;300,23;300,23;287,53;-3,65%
298,41;301,31;301,31;298,41;-0,16%
298,88;303,7;303,7;298,88;-1,05%
302,06;310,54;310,54;302,06;-1,56%
306,84;297,46;306,84;297,46;3,50%
296,45;296,94;296,94;296,45;-5,13%
312,48;317,1;317,1;312,48;-3,15%
322,64;317,19;322,64;317,19;-0,48%
324,19;313,68;324,19;313,68;0,95%
321,14;327,15;327,15;321,14;-3,35%
332,28;340,92;340,92;332,28;-3,41%
344,01;336,72;344,01;336,72;1,79%
337,96;331,95;337,96;331,95;0,46%
336,42;335,34;336,42;335,34;-0,78%
339,07;345,12;345,12;339,07;-2,64%
348,25;346,89;348,25;346,89;-0,25%
349,13;340,14;349,13;340,14;2,32%
341,2;351,52;351,52;341,2;-3,58%
353,88;358,53;358,53;353,88;-1,83%
360,49;362,6;362,6;360,49;-0,57%
362,57;360,94;362,57;360,94;0,00%
362,56;366,08;366,08;362,56;-1,26%
367,17;364,84;367,17;364,84;1,15%
363;363,61;363,61;363;0,17%
362,38;369,9;369,9;362,38;-2,00%
369,76;361,66;369,76;361,66;2,31%
361,4;361,51;361,51;361,4;0,01%
361,36;373,14;373,14;361,36;0,03%
361,26;373,14;373,14;361,26;-2,63%
371;387,55;387,55;371;-4,40%
388,06;382,36;388,06;382,36;1,53%
382,2;382,37;382,37;382,2;0,03%
382,1;379,33;382,1;379,33;0,75%
379,24;370,19;379,24;370,19;2,25%
370,91;369,53;370,91;369,53;0,31%
369,75;362,9;369,75;362,9;1,55%
364,12;365,43;365,43;364,12;-0,05%
364,3;360,84;364,3;360,84;0,91%
361,03;347,86;361,03;347,86;3,22%
349,76;339,74;349,76;339,74;3,33%
338,48;327,73;338,48;327,73;2,87%
329,05;324,15;329,05;324,15;1,08%
325,54;324,81;325,54;324,81;1,42%
320,97;324,81;324,81;320,97;-1,95%
327,36;322,47;327,36;322,47;1,64%
322,07;332,82;332,82;322,07;-4,04%
335,64;326,19;335,64;326,19;2,49%
327,5;315,12;327,5;315,12;4,55%
313,24;307,99;313,24;307,99;2,27%
306,28;307,99;307,99;306,28;0,73%
304,06;302,03;304,06;302,03;1,52%
299,51;301,89;301,89;299,51;0,03%
299,43;306,7;306,7;299,43;-1,42%
303,73;306,17;306,17;303,73;0,09%
303,47;304,86;304,86;303,47;0,84%
300,93;302,32;302,32;300,93;0,57%
299,23;300,66;300,66;299,23;0,45%
297,89;304,2;304,2;297,89;-1,06%
301,07;302,3;302,3;301,07;-0,47%
302,49;312,39;312,39;302,49;-2,08%
308,93;315,68;315,68;308,93;-1,35%
313,16;315,66;315,66;313,16;0,24%
312,4;324,28;324,28;312,4;-3,51%
323,77;330,37;330,37;323,77;-1,49%
328,68;332,16;332,16;328,68;-0,62%
330,74;334,1;334,1;330,74;-0,36%
331,95;331,66;331,95;331,66;0,65%
329,8;336,63;336,63;329,8;-1,42%
334,55;342,73;342,73;334,55;-0,91%
337,61;330,99;337,61;330,99;2,31%
330;336,83;336,83;330;-1,45%
334,84;339,07;339,07;334,84;-0,98%
338,17;348,76;348,76;338,17;-3,01%
348,65;352,53;352,53;348,65;-0,30%
349,7;351,93;351,93;349,7;-0,17%
350,31;306,78;350,31;306,78;-2,42%
359,01;360,91;360,91;359,01;0,44%
357,45;353,42;357,45;353,42;1,46%
352,29;358,4;358,4;352,29;-1,09%
356,18;349,57;356,18;349,57;2,26%
348,32;352,25;352,25;348,32;-0,25%
349,18;348,75;349,18;348,75;0,48%
347,51;353,02;353,02;347,51;-1,06%
351,22;358,29;358,29;351,22;-1,20%
355,5;358,39;358,39;355,5;-0,54%
357,43;364,44;364,44;357,43;-1,53%
363;359,58;363;359,58;1,47%
357,73;359,23;359,23;357,73;0,14%
357,23;352,36;357,23;352,36;2,10%
349,89;355;355;349,89;-0,78%
352,63;344,71;352,63;344,71;3,04%
342,24;340,13;342,24;340,13;1,28%
337,93;343,1;343,1;337,93;-1,40%
342,72;324,61;342,72;324,61;3,88%
329,91;324,61;329,91;324,61;1,96%
323,56;318,91;323,56;318,91;1,31%
319,39;326,51;326,51;319,39;-2,03%
326,01;320,47;326,01;320,47;2,10%
319,3;308,72;319,3;308,72;3,90%
307,31;298,28;307,31;298,28;4,67%
293,6;282,1;293,6;282,1;6,42%
275,9;281,7;281,7;275,9;0,01%
275,88;279,46;279,46;275,88;0,40%
274,78;275,82;275,82;274,78;1,13%
271,72;282,16;282,16;271,72;-1,66%
276,32;285,03;285,03;276,32;-1,35%
280,11;292,97;292,97;280,11;-2,68%
287,82;284,06;287,82;284,06;3,95%
276,87;278,66;278,66;276,87;1,20%
273,59;279,04;279,04;273,59;0,28%
272,83;275,71;275,71;272,83;1,26%
269,43;274,43;274,43;269,43;0,28%
268,69;272,33;272,33;268,69;0,78%
266,62;282,93;282,93;266,62;-4,35%
278,75;290,38;290,38;278,75;-2,60%
286,2;279,97;286,2;279,97;3,94%
275,35;273,35;275,35;273,35;2,69%
268,15;280,16;280,16;268,15;-2,96%
276,32;265,67;276,32;265,67;2,85%
268,66;268,8;268,8;268,66;2,30%
262,62;264,85;264,85;262,62;1,12%
259,71;258,58;259,71;258,58;1,98%
254,68;261,3;261,3;254,68;-1,07%
257,44;264,08;264,08;257,44;-0,89%
259,76;262,88;262,88;259,76;0,46%
258,56;261,09;261,09;258,56;0,72%
256,72;261,69;261,69;256,72;-0,30%
257,48;258,39;258,39;257,48;1,02%
254,88;256,57;256,57;254,88;1,89%
250,16;257,12;257,12;250,16;-0,48%
251,36;259,52;259,52;251,36;-1,30%
254,67;260,38;260,38;254,67;-0,36%
255,58;257,59;257,59;255,58;1,59%
251,59;257,21;257,21;251,59;-0,29%
252,32;258,33;258,33;252,32;0,01%
252,3;260,96;260,96;252,3;-1,07%
255,04;258,66;258,66;255,04;0,34%
254,18;253,76;254,18;253,76;1,93%
249,36;259,97;259,97;249,36;-2,36%
255,39;258,36;258,36;255,39;0,42%
254,32;260,13;260,13;254,32;-0,52%
255,66;257,15;257,15;255,66;1,14%
252,77;252,77;252,77;252,77;0,00%
252,77;267,16;267,16;252,77;-1,21%
255,86;267,16;267,16;255,86;-0,44%
256,98;267,16;267,16;256,98;0,11%
256,69;267,16;267,16;256,69;-1,97%
261,84;257,3;261,84;257,3;2,07%
256,54;257,3;257,3;256,54;0,94%
254,15;257,3;257,3;254,15;-0,94%
256,56;257,3;257,3;256,56;2,81%
249,54;257,3;257,3;249,54;2,51%
243,42;257,3;257,3;243,42;0,00%
243,43;257,3;257,3;243,43;1,05%
240,91;257,3;257,3;240,91;-0,26%
241,53;257,3;257,3;241,53;0,29%
240,84;257,3;257,3;240,84;-0,35%
241,68;257,3;257,3;241,68;-2,79%
248,61;257,3;257,3;248,61;-0,04%
248,7;257,3;257,3;248,7;0,47%
247,53;257,3;257,3;247,53;-0,67%
249,19;257,3;257,3;249,19;-1,52%
253,03;257,3;257,3;253,03;-0,94%
255,44;257,3;257,3;255,44;0,90%
253,16;254,11;254,11;253,16;1,21%
250,13;248,44;250,13;248,44;2,21%
244,73;252,43;252,43;244,73;-1,83%
249,3;255,3;255,3;249,3;-0,93%
251,65;257,8;257,8;251,65;-0,69%
253,39;255,68;255,68;253,39;0,06%
253,24;251,88;253,24;251,88;3,09%
245,66;251,57;251,57;245,66;0,00%
245,67;251,23;251,23;245,67;0,33%
244,87;260,9;260,9;244,87;-4,43%
256,23;268,67;268,67;256,23;-2,89%
263,86;263,42;263,86;263,42;1,19%
260,76;264,96;264,96;260,76;-2,09%
266,33;258,8;266,33;258,8;3,98%
256,14;245,78;256,14;245,78;4,71%
244,61;244,9;244,9;244,61;0,54%
243,29;246,79;246,79;243,29;-0,86%
245,4;240,7;245,4;240,7;3,30%
237,57;233,18;237,57;233,18;2,36%
232,1;232,31;232,31;232,1;-0,09%
232,31;234,04;234,04;232,31;0,16%
231,93;232,64;232,64;231,93;1,34%
228,86;228,86;228,86;228,86;0,89%
226,83;226,83;226,83;226,83;-0,30%
227,51;227,51;227,51;227,51;-0,83%
229,41;229,41;229,41;229,41;-3,53%
237,81;234,96;237,81;234,96;0,72%
236,1;236,1;236,1;236,1;-0,51%
237,3;235,85;237,3;235,85;1,27%
234,33;234,72;234,72;234,33;0,21%
233,83;234,72;234,72;233,83;0,32%
233,09;234,72;234,72;233,09;0,00%
233,1;234,72;234,72;233,1;0,00%
233,1;234,72;234,72;233,1;-0,18%
233,51;236,33;236,33;233,51;-0,53%
234,75;235,01;235,01;234,75;0,44%
233,73;234,27;234,27;233,73;0,18%
233,32;234,42;234,42;233,32;-0,03%
233,38;235,89;235,89;233,38;-0,72%
235,07;240,38;240,38;235,07;-1,53%
238,73;244,49;244,49;238,73;-1,75%
242,98;249,42;249,42;242,98;-2,87%
250,16;249,27;250,16;249,27;-0,02%
